frame_num,player_1_pos,player_2_pos,ball_pos
190,"(np.float32(1809.6523), np.float32(527.3687))","(np.float32(1727.2157), np.float32(83.58619))","(np.float32(1803.9191), np.float32(191.33797))"
191,"(np.float32(1810.1793), np.float32(527.63025))","(np.float32(1727.5105), np.float32(83.58161))","(np.float32(1802.8651), np.float32(187.64902))"
192,"(np.float32(1810.5306), np.float32(527.6565))","(np.float32(1727.2157), np.float32(83.7366))","(np.float32(1801.811), np.float32(183.96008))"
193,"(np.float32(1810.7063), np.float32(527.65686))","(np.float32(1727.2157), np.float32(83.49446))","(np.float32(1800.9327), np.float32(180.27115))"
194,"(np.float32(1810.355), np.float32(527.79425))","(np.float32(1728.9846), np.float32(83.5983))","(np.float32(1799.8788), np.float32(176.40654))"
195,"(np.float32(1809.828), np.float32(528.01605))","(np.float32(1731.0483), np.float32(84.32238))","(np.float32(1799.0005), np.float32(177.09096))"
196,"(np.float32(1809.301), np.float32(528.17633))","(np.float32(1732.5225), np.float32(84.68157))","(np.float32(1798.2979), np.float32(178.14494))"
197,"(np.float32(1808.5984), np.float32(528.25806))","(np.float32(1736.9448), np.float32(84.97038))","(np.float32(1797.5951), np.float32(179.19891))"
198,"(np.float32(1807.72), np.float32(528.24725))","(np.float32(1740.7775), np.float32(85.206825))","(np.float32(1832.093), np.float32(183.88106))"
199,"(np.float32(1807.0173), np.float32(528.2095))","(np.float32(1742.2516), np.float32(85.24292))","(np.float32(1830.9137), np.float32(185.65))"
200,"(np.float32(1806.139), np.float32(528.191))","(np.float32(1743.4309), np.float32(84.989204))","(np.float32(1836.3), np.float32(79.7232))"
201,"(np.float32(1805.612), np.float32(528.33435))","(np.float32(1745.1998), np.float32(84.64581))","(np.float32(1835.4155), np.float32(76.77497))"
202,"(np.float32(1805.2607), np.float32(528.67285))","(np.float32(1747.8533), np.float32(84.48006))","(np.float32(1834.8259), np.float32(74.12157))"
203,"(np.float32(1804.5581), np.float32(530.73816))","(np.float32(1752.8652), np.float32(84.17841))","(np.float32(1833.9415), np.float32(71.46816))"
204,"(np.float32(1803.5042), np.float32(533.052))","(np.float32(1757.1423), np.float32(84.266754))","(np.float32(1834.7762), np.float32(71.19579))"
205,"(np.float32(1802.8014), np.float32(533.99945))","(np.float32(1763.314), np.float32(84.791916))","(np.float32(1840.0353), np.float32(73.9957))"
206,"(np.float32(1802.0988), np.float32(534.32025))","(np.float32(1770.0674), np.float32(85.379135))","(np.float32(1845.4183), np.float32(76.9716))"
207,"(np.float32(1801.2205), np.float32(534.6626))","(np.float32(1774.3665), np.float32(86.688774))","(np.float32(1845.7188), np.float32(79.881065))"
208,"(np.float32(1800.8691), np.float32(534.8966))","(np.float32(1776.9148), np.float32(87.36067))","(np.float32(1845.4001), np.float32(83.384964))"
209,"(np.float32(1800.1665), np.float32(535.04254))","(np.float32(1781.0558), np.float32(87.73889))","(np.float32(1845.0817), np.float32(87.52594))"
210,"(np.float32(1799.6395), np.float32(535.4148))","(np.float32(1784.2411), np.float32(87.44424))","(np.float32(1844.4446), np.float32(93.259605))"
211,"(np.float32(1799.1125), np.float32(535.685))","(np.float32(1786.471), np.float32(87.69525))","(np.float32(1844.4446), np.float32(94.85229))"
212,"(np.float32(1797.7072), np.float32(536.6983))","(np.float32(1789.9749), np.float32(87.70277))","(np.float32(1843.489), np.float32(98.67473))"
213,"(np.float32(1796.1262), np.float32(538.67413))","(np.float32(1794.4343), np.float32(87.66509))","(np.float32(1843.489), np.float32(101.54156))"
