frame_num,player_1_pos,player_2_pos,ball_pos
191,"(np.float32(1793.8964), np.float32(527.3186))","(np.float32(1711.6393), np.float32(83.57987))","(np.float32(1797.0973), np.float32(187.4255))"
192,"(np.float32(1794.2477), np.float32(527.34485))","(np.float32(1711.3445), np.float32(83.73487))","(np.float32(1796.0433), np.float32(183.73656))"
193,"(np.float32(1794.4233), np.float32(527.34515))","(np.float32(1711.3445), np.float32(83.49272))","(np.float32(1795.1649), np.float32(180.04762))"
194,"(np.float32(1794.072), np.float32(527.4826))","(np.float32(1713.1134), np.float32(83.59656))","(np.float32(1794.111), np.float32(176.18303))"
195,"(np.float32(1793.545), np.float32(527.7044))","(np.float32(1715.1771), np.float32(84.32065))","(np.float32(1793.2327), np.float32(177.31448))"
196,"(np.float32(1793.0181), np.float32(527.8646))","(np.float32(1716.6512), np.float32(84.67983))","(np.float32(1792.53), np.float32(178.36845))"
197,"(np.float32(1792.3153), np.float32(527.94635))","(np.float32(1721.0736), np.float32(84.96864))","(np.float32(1791.8274), np.float32(179.42244))"
198,"(np.float32(1791.437), np.float32(527.9356))","(np.float32(1724.9064), np.float32(85.205086))","(np.float32(1822.4127), np.float32(184.25621))"
199,"(np.float32(1790.7344), np.float32(527.89777))","(np.float32(1726.3804), np.float32(85.24118))","(np.float32(1821.2334), np.float32(186.02515))"
200,"(np.float32(1789.8561), np.float32(527.8793))","(np.float32(1727.5597), np.float32(84.98747))","(np.float32(1820.4288), np.float32(79.72494))"
201,"(np.float32(1789.3291), np.float32(528.0227))","(np.float32(1729.3286), np.float32(84.64408))","(np.float32(1819.5444), np.float32(76.77671))"
202,"(np.float32(1788.9778), np.float32(528.3612))","(np.float32(1731.982), np.float32(84.478325))","(np.float32(1818.9547), np.float32(74.12331))"
203,"(np.float32(1788.2751), np.float32(530.4265))","(np.float32(1736.994), np.float32(84.17668))","(np.float32(1818.0703), np.float32(71.4699))"
204,"(np.float32(1787.2211), np.float32(532.7403))","(np.float32(1741.1298), np.float32(84.265))","(np.float32(1818.7637), np.float32(71.19404))"
205,"(np.float32(1786.5184), np.float32(533.6878))","(np.float32(1746.7933), np.float32(84.790115))","(np.float32(1823.5146), np.float32(73.99389))"
206,"(np.float32(1785.8158), np.float32(534.00854))","(np.float32(1753.0237), np.float32(85.37727))","(np.float32(1828.3748), np.float32(76.96974))"
207,"(np.float32(1784.9375), np.float32(534.3509))","(np.float32(1757.2188), np.float32(86.6869))","(np.float32(1828.5709), np.float32(79.87919))"
208,"(np.float32(1784.5862), np.float32(534.58496))","(np.float32(1759.767), np.float32(87.358795))","(np.float32(1828.2523), np.float32(83.38309))"
209,"(np.float32(1783.8835), np.float32(534.73083))","(np.float32(1763.908), np.float32(87.737015))","(np.float32(1827.9338), np.float32(87.52407))"
210,"(np.float32(1783.3564), np.float32(535.10315))","(np.float32(1767.0933), np.float32(87.44237))","(np.float32(1827.2968), np.float32(93.25773))"
211,"(np.float32(1782.8296), np.float32(535.3733))","(np.float32(1769.3231), np.float32(87.693375))","(np.float32(1827.2968), np.float32(94.85041))"
212,"(np.float32(1781.4242), np.float32(536.3866))","(np.float32(1772.827), np.float32(87.70089))","(np.float32(1826.3412), np.float32(98.67285))"
213,"(np.float32(1779.8433), np.float32(538.3624))","(np.float32(1777.2865), np.float32(87.663216))","(np.float32(1826.3412), np.float32(101.53968))"
